"index,Sentiment,Tweet"
"1257,positive,keren falsafah hidup salut"
"1258,positive,males2an ajak lihat the teman ngerasa uang terbang pasca hangout eh beda nyata tjoy keren"
"1259,positive,buka warganet indonesia tonton ziarah salah"
"1260,positive,terngiang2 critical eleven iya tuhan betapa ajar tonton hemmmm"
"1261,positive,habis lihat kartini biasapemikiran gera kartini"
"1262,positive,sangat layak apresiasi tidak gading tidak retak retak samar bagus"
"1263,positive,danur kes sosok asih expresi datar penasaran"
"1264,positive,danur seru bangat flm harap"
"1265,positive,filmfilm cocok lho tonton bareng anak ayo kualitas indonesia"
"1266,positive,abang sumpah pecah banget hasil mewek nontonnya"
"1267,positive,komedi lucu bangt bahasa jawa"
"1268,positive,sih khawatir lihat adaptasi novel takut tidak sesuai ekspektasi speechless"
"1269,positive,salah tidak bosen tonton kali the intern what lovely movie"
"1270,positive,tidak nysel vlog mu the teman smpe akhrnya bayar mu abang kern kli serius"
"1271,positive,habis gila sih premis keren"
"1272,positive,slamat koh ernes menang cek toko belah kuat agam bukan seragam"
"1273,positive,keren banget abang cinta sahabat komedi banget sumpah cinta alf"
"1274,positive,scene rezaadinia gold moment takdir pasang pulang cocok"
"1275,positive,keren main gembira tonton menang"
"1276,positive,rt jarang movie indonesia judul syahadat cinta bagus pirsa recommended jalan cerita seru hoo"
"1277,positive,astagah favorit"
"1278,positive,bun moveon ajar buku adaptasi kah tidak kualitas"
"1279,positive,critical eleven senang masuk kategori indonesia wajib tonton"
"1281,positive,keren"
"1282,positive,suka sebentar tarik"
"1283,positive,tidak sabar tunggu bluray special feature keren lucu bloopernya"
"1284,positive,the teman wajib tonton sayang tua sahabat creatif cinta bebas kereen banget kak"
"1285,positive,the teman keren abiss abang lucu romance sedih"
"1286,positive,vlog tunggu tanggal rilis kece banget cerita tidak tebak the teman"
"1287,positive,kemarin the teman situ bener bener ngerasain banget sahabat segala2y knapa abang bukan keren"
"1288,positive,kartini pemamarannya sangat sederhana sangat enak nikmat"
"1289,positive,habis kartini bnr2 inspirasi buka pikir"
"1290,positive,kartini salah nasional sangat recommended tonton menang campur aduk"
"1291,positive,kartini sangat niat banget lihat keren scene2 titik air"
"1292,positive,kartini salah indonesia tema sejarah garap serius tema relevan kondisi"
"1293,positive,kartini tonton generasi muda"
"1294,positive,danur bagus bangga horor hasil karya bangsa"
"1295,positive,fargo adaptasi hasil season the best"
"1296,positive,waw sangat keren flm horor tonton gin"
"1297,positive,tenang hanyut salut mbah ponco bawa karakter mbah sri sangat"
"1298,positive,tarik kisah cinta setia saji tidak kgn nenek recomended movie"
"1299,positive,bagus kali menit tonton tidak anjak tetep ngliatin layar selesai spicles endingnya"
"1300,negative,akun kloning seolah2 dukung serang paslon opini argumen pmbenaranjangan kecoh"
"1301,negative,bicara kasihan yaalap air wkwkwkwk"
"1302,negative,sih tidak tunggu hasil qc tunggu motif cuit kayak pasca nyungsep"
"1303,negative,kasi oh kasi peluru 1milyar rw tidak mempan menangin pilih"
"1304,negative,maaf iya dukung hayo dukung putar"
"1305,negative,aneh deh sangkut paut kandidat calgub dukung"
"1306,negative,allah swt syukur terimakasih makna suara"
"1307,negative,terima kasih dukung beda kali"
"1308,negative,terima kasih kasih keistiqomahan rawan tlh signifikan"
"1309,negative,kenang pidato kalah"
"1310,negative,dammnn politik cantik ngorbanin"
"1311,negative,batal coblos nyata tidak nomor kertas suara"
"1312,negative,tertawa survey mu panggang api"
"1313,negative,kemarin 19april2017 suara paslon"
"1314,negative,belebihan tidak iya bah"
"1315,negative,om aa lepas kalah tutup mulut tidak teriak mau bongkar surabaya"
"1316,negative,catut nama mpo langgar hukum tidak iya wkwkwkwkkwkk"
"1317,negative,iya tidak suka pas kalah otomatis dukung lari kah mas aniessandi"
"1318,negative,banteng garuda ksatria gentle cinta"
"1319,negative,gara2 ektp korupsi foto pelan skrang stickmoticons"
"1320,negative,double tertawa nuduh miskin ide copy"
"1321,negative,antasari kalah melempem benerbener akting"
"1322,negative,tidak modal omong kerja nyata"
"1323,negative,pakdhe karwo pilih gubernur jawa timur dhe karwo isyarat agus tidak maju pilih gubernur jawa timur"
"1324,negative,paslon salah langkah laku sandi bukan tidak bumerang gagal suara"
"1325,negative,jangan2 rawan gembos"
"1326,negative,sang ksatria samurai prajurit bangun semangat harap pahlawan dinantinantikan rakyat"
"1327,negative,arena tabir gelap tiada harap sergap rakyat rakyat cari tulus"
"1328,negative,isu angkat video dishare video sebar buzzer eh jelang sebar"
"1329,negative,bu carik tidak coblos kemarin piss"
"1330,negative,awas ye dukung suara dukung"
"1331,negative,laku kirim sms gelap antasari azhar"
"1332,negative,antasari ancam harry tanoe"
"1333,negative,tuduh hadap kerap lontar anak ingus mayor tidak dengar dudah ubah sanjung"
"1334,negative,joke pilih serentak"
"1335,negative,curiga saldo kenti blt mau apa2 curiga mekanisme"
"1336,negative,ahoker bully"
"1337,negative,sayang mayor masuk kader pimpin taruna beliau lagi2 pilih"
"1338,negative,tuju bangett tidak syukur kemarin tidak banjir sibuk cari bela"
"1339,negative,pakai sedot sodet versi"
"1340,negative,hellloooo suara rakyat erti suara rakyat bukan suara or adik ngopi gih"
"1341,negative,cari teman iya pdhal gubernur"
"1342,negative,kesatria lapang dada nyata isu bohong kalah iya menang ulama bayar"
"1343,negative,agus singkir anies rebut suara kelompok"
"1344,negative,hilang duduk gubernur"
"1345,negative,konstituen risih mulut pilih anies gerombol khilafah pilih"
"1346,negative,cari teman yee1dan3 gubernur barutunggu hasil resmi kpu dengar nyata"
"1347,negative,blunder iya hina2 butuh suara ngemis hina2 jleb"
"1348,negative,mau caci maki pepo memo emis suara orang2 hina"
"1349,negative,golong pilih iya nampaknya"
"1350,negative,merhatiin rawan rehat ganjal islah rawan"
"1351,negative,pakar mantan surabaya surat anas urbaningrum jeruji besi sindir mantan"
"1352,negative,pilih program dp nyata milih"
"1353,negative,sylvi aniessandiaga basukidjarot debat pilih jual mimpi gubernur"
"1354,negative,ahhhh bukan abang aji situ kalah"
"1355,negative,rendah hati dukung paslon berat hati lihat foto jenak"
"1356,negative,bangga anak memo"
"1357,negative,dukung sulit lupa bully2"
"1358,negative,hancur"
"1359,negative,anggap jual pindah tangan kah orang2 elit partai gerindra partai adil sejahtera"
"1360,negative,antasari konferensi pers surabaya surabaya konferensi pers surabaya rengek anak"
"1361,negative,tim tidak tidur"
"1362,negative,coba etika dukung konstituen setia tipu meme berita palsu rachland nashidik"
"1363,negative,kasihan tidak sadar musuh sarung selfienya motivasi selubung hmmm"
"1364,negative,amieeennnnn tidak lupa janji2 manis kampanye sang mayor sejati"
"1365,negative,pilih surabaya target isu bohong fitnah laku akunakun dukung"
"1366,negative,mentah mau dikarbit demokrat lihat pilih menang pilih pakai sentimen sara"
"1367,negative,akibat nyata antasari suara lorot pilih"
"1368,negative,enam kampanye pilih kubu dukung sibuk serang program tidak kampanye program"
"1369,negative,contoh dukung tidak paska putar pilih rentang tajam"
"1370,negative,tim jalan hiruk pikuk pilih jalan politik kecewa"
"1371,negative,kalah pidato tim diam menang lepas pilih"
"1372,negative,jujur nilai subyektif cepat kalah pilih bukan modal catat negatif"
"1373,negative,tolak bajing tengik tukang sogok pilih bangsat sungguh bahaya"
"1374,negative,tolak politik bawa agama"
"1375,negative,astaga dukung tidak terima hasil surveyharusnya tolak acu semangat"
"1376,negative,sahsah tolak ukur dewasa warga menang arti pola pikir warga primitif"
"1377,negative,suara warga harga sembilan bahan pokok tolak laku suap warga"
"1378,negative,tidak pilih tidak asyik iya"
"1379,negative,tinggal seleksi tendemnya pilih kalah tendemnya salah pilih kualitas"
"1380,negative,nyata gelintir dukung tikung tweet akun resmi partai politik dukung aniessandi"
"1381,negative,tanggung akibat cuit ayah tidak produktif"
"1382,negative,kering darah menghisap darah selagi stok darah bergudanggudang darah hantu minum setan"
"1383,negative,reaksi dukung tidak sikap bawa asa tidak mau cundang ajang pilih"
"1384,negative,suara getar maaf kecewa dukung"
"1385,negative,kalah kandang respon tetangga"
"1386,negative,lini tahan rapuh debat efek aksi efek antasari efek"
"1387,negative,gagal pilih isu maju kah pilih gubernur jawa timur"
"1388,negative,lejit anies tanjak apung"
"1389,negative,dasar survey masuk selamat"
"1390,negative,tinggal zona aman nyaman maju hasil tidak sesuai harap"
"1391,negative,kasihan kalah umroh bantu doa juta umatternyata allah netral tidak politik"
"1392,negative,jual baju bekas private message for informasi"
"1393,negative,vocalis band rock yaaaa lompat lompat melulu abang kerja"
"1394,negative,kasi nasib karir tentara nasional indonesia tamat nafsu pepo cepat partai politik tidak dagang"
"1395,negative,surabaya kalah garagara antasari iya survey merosot elektabilitasnya"
"1396,negative,presiden televisi rusak iya tidak hasil qc tidak"
"1397,negative,pepo nyata prihatin cundang"
"1398,negative,selamat rakyat mundur tentara nasional indonesia kalah pilih"
"1399,negative,heeebohhhhagus sylvi kalah tps tmpat hak pilih"
"1400,negative,pilih moga tidak demokrat iya mau dukung"
"1401,negative,demokrat kah gerindra tantang main politik kotor"
"1402,negative,mesin robot sylvi lupa dimatiin masuk trend topik"
"1403,negative,dukung mari rapat baris kah paslon buang issu miring paslon mau pimpin dakwa simulut ember"
"1404,negative,rakyat menang lihat kalah bukan aspek pribadi rakyat"
"1405,negative,maksud hati cari perhati ahysilvy eh kena protes stuckout tounges rolling on the floor laughing rolling on the floor laughing"
"1406,negative,menang pilih gubernur ngumpulin bola dragon ball rolling on the floor laughing rolling on the floor laughing"
"1407,negative,ah lihat inget norman kamaru jual bubur haji smiling open mouth smiling eyes"
"1408,negative,singkir persevering persevering dilanjuntukan putar ahokdjarot vs aniessandi"
"1409,negative,nyungsep saran coblos nomor smiling open mouth smiling eyes"
"1410,negative,mau coblos mau kah kabung tongue pakai baju hitam2atau sedih smiling open mouth smiling eyes"
"1411,negative,sangat cemas hadap situasi sosial pilih pilih dampak negatif bukan hanyaa"
"1412,negative,kalah sisi negatif umat islam tunda pimpin sisi positif umat islam hindar hujat buka aib"
"1413,negative,bicara karakter barusan omong lihat sisi negatif tongue oncoming fist"
"1414,negative,bicara negatif tidak solusi nol thumbs down"
"1415,negative,kicau negatif surabaya pengaruh elektabilitas via"
"1416,negative,iya alloh tuhan yme nyata dukung senator aura negatif"
"1417,negative,temu foto nyata lingkar orang2 penuh integritas kwalitas negatif waspada waspada thumbs down"
"1418,negative,sentimen negatif wkwkwkface stuckout tounges"
"1419,negative,senjata makan tuan kenal karma kicau negatif surabaya pengaruh elektabilitas stuckout tounges"
"1420,negative,anieshilangya grimacing grimacing"
"1421,negative,anies hilang iya debat grimacing grimacing"
"1422,negative,mesti nyuruh mantan pilih pilih paslon open mouth thumbs up ok folded hands thinking smiling sunglasses"
"1423,negative,kenape tidak lawan pasang pilih gubernur jawa barat demokrat pilih gubernur thinking thinking thinking"
"1424,negative,gara2 kemarin pakai seragam hitam2 thinking thinking thinking smiling open mouth closed eyes smiling sunglasses"
"1425,negative,iya tidak suka pas kalah otomatis dukung lari kah mas aniessandi grimacing"
"1427,negative,ahoker intimidasi program tears of joy tears of joy tears of joy"
"1428,negative,kirim kah kaos sejati smiling smiling eyes smiling smiling eyes smiling smiling eyes"
"1429,negative,frowning"
"1430,negative,humorlagu kisah sedih lagu jatuh bangun frowning frowning"
"1431,negative,cuit hati sbycuitan surabaya jokowi mantan mantan terindahpilgub tongue tongue"
"1432,negative,owalah kasihan dik moga tidak miskin iya aamiin thumbs up hati tongue"
"1433,negative,bangga anak memo tongue stuckout tongue closed eyes tears of joy"
"1434,negative,dukung sulit lupa bully2 thumbs down"
"1435,negative,versi video lihat bingung bicara banjir kota apung stuckout tongue closed eyes muka tanah air bengong smiling open mouth closed eyes"
"1436,negative,ahokers dadak tidak salah banget stuckout tongue closed eyes stuckout tongue closed eyes stuckout tongue closed eyes stuckout tongue closed eyes stuckout tongue closed eyes"
"1437,negative,isu bohong tidakada habis2nya foto pencoblosanfotonya tidak isu bohong tulisanya penuh dusta angry"
"1438,negative,deklarasi konsultasi tuju"
"1439,negative,kena telikung nama bajak stuckout tongue closed eyes"
"1440,negative,tidak pilih mules iya kontestasi politik putar cuih pig nose pig nose"
"1441,negative,biar korban juang rezim koplak komando fire fire"
"1442,negative,tidak hati cermat susup masuk tidak pantau person bowing team"
"1443,negative,ayo dukung dukung gembos tongue fire fire"
"1444,negative,suara direbuntukan mau melanjuntukan program usung tidak expressionless"
"1445,negative,tweet kontraproduktif hadap zippermouth zippermouth zippermouth"
"1446,negative,mau kah nyungsep"
"1447,negative,suara rusak garagara nyanyi aa peka moga surabaya jeblos penjara pupus steam from nose"
"1448,negative,awas dadak metamorfosis kecebong brubah anjing jilat ok clapping hands"
"1449,negative,tinggal tunggu sikap hadap manuver agus clapping hands cold sweat cold sweat"
"1450,positive,doa ku moga suara mas agussylvi beneran kah mas agus mu"
"1451,positive,terima kasih mas anak muda berani suara ubah"
"1452,positive,ketemu istiqlal bangga"
"1453,positive,singkir kancah pilih rupa angkat dunia"
"1454,positive,pilih kualitas pimpin muda jiwa ksatria dunia"
"1455,positive,pilih keliling nusantara rajut bukan"
"1456,positive,titip jaga pluralisme bangsa saing pilih"
"1457,positive,kalah pilih menang hati rakyat"
"1458,positive,dukung antem kaya dukung kopi darat biar luas calon"
"1459,positive,pilih hikmah ajar uji tantang ambil matang karakter"
"1460,positive,semangat faktor kalah pilih kemarin wakil maju insyaalloh"
"1461,positive,lihat upaya demokrat kenal hasil pilih blusukan kah indonesia"
"1462,positive,prinsip pimpin menang buah pilih ajar sangat dinamis"
"1463,positive,pilih warga mayoritas bukan calon bukti putar pilih mayoritas pilih anies"
"1464,positive,akun instagram selamat paslon menang pilih"
"1465,positive,rang selat malaka aiman kompastv wawancara pilih"
"1466,positive,pilih jalan martabat"
"1467,positive,salam kagum muda berani pensiun berani tantang pilih takut masuk"
"1468,positive,pilih doa menang mudahmudahan anies sandi menang"
"1469,positive,mental kalah pilih indonesia guru sosok"
"1470,positive,lsi bukti jujur surveynya pilih tahap1 ahokdjarot disurvey langsung kalah menang putar"
"1471,positive,habis pilkadapileg pilpres harap ketua dewan wakil rakyat"
"1472,positive,sebentar lupa gila pilih mari lari kepri april"
"1473,positive,bilang menang bentuk hasil goal goal improvisasi politik surabaya ahydi pilih"
"1474,positive,moga anies menang pilih presiden indonesia aamiin yra klop"
"1475,positive,pilih sangat hitung harap pimpin ri"
"1476,positive,pikir target pilih kemarin bangun sentimen positif"
"1477,positive,tolong harga sikap dukung pilih sikap netral putar pilih"
"1478,positive,pilih pilkades mas tidak tidak ramai"
"1479,positive,pilih putar kemarin kaos dibagibagikan lingkung utan kayu jaktim"
"1480,positive,semangat dukung ahysylvi pilih laksana pilih profesional rakyat"
"1481,positive,salah ahysilvy menang pilih mudah silvy mio tidak pakai helm keliling komplek pilih jamin segan"
"1482,positive,maju ahysilvy aniessandi menang pilih"
"1483,positive,tunggu kualitas jiwa anies sandiapa peran suara loyalis ahysilvy menang pilih"
"1484,positive,terimakasih ahysilvy tidak gubernur"
"1485,positive,kah"
"1486,positive,cakeeepppp dukung"
"1487,positive,lupa pilih paslon nomor"
"1488,positive,sinyal positif agussylvi rapat kah aniessandi"
"1489,positive,rapat baris komando"
"1490,positive,putar rapat baris komando"
"1491,positive,kalah tuju great applause patut tiru demokrasi positif"
"1492,positive,salut mpok silvy menang paslon"
"1493,positive,quick countttp hasil kpud 2putaran rapat baris komando"
"1494,positive,youtubebxrzd69u61a tenang bening tulus mas agus iya mas"
"1495,positive,mari masuk kritik bangun kalah tanding"
"1496,positive,hasil bangga"
"1497,positive,fokus menang"
"1498,positive,rakernas partai demokrat"
"1499,positive,alhamdulillah sambut hangat mesra intim ntb"
"1500,positive,ngawal abang keliling ampenan"
"1501,positive,acara massa membludakkrn rakyat lihat harap pimpin negara"
"1502,positive,kalah sukses tunda bukan sali alam tuk"
"1503,positive,tandatangan petisi henti isu bohong fitnah dukung gera bebas pers isu bohong fitnah"
"1504,positive,indonesia"
"1505,positive,mesti iya iya gus negarawan"
"1506,positive,demokrat cinta nkri bakti"
"1507,positive,jago kalah duluan jago bukan"
"1508,positive,"
"1509,positive,pesan lupa gembira cinta indonesia"
"1510,positive,salam kaum muda hormat tua"
"1511,positive,"
"1512,positive,mau jalan lari songsong songsong"
"1513,positive,langkah kuda agus yudhoyono"
"1514,positive,muka pulang punggung terima kasih kepri"
"1515,positive,pimpin muda"
"1516,positive,inspirasi kaum muda gera indonesia muda tuju indonesia emas"
"1517,positive,setia politik indonesia regenerasi matang kutu loncat"
"1518,positive,hinggahy"
"1519,positive,sapa indonesia"
"1520,positive,harap dpn bangsa"
"1521,positive,putri wanita inspirasi"
"1522,positive,keren"
"1523,positive,wartawan you pilih mas mas skg pikir you pilih"
"1524,positive,mas agus kasih kuliah"
"1525,positive,kuliah mahasiswa perspektif at umrah dompak"
"1526,positive,insya allah tidak tuhanbakal nglamar"
"1527,positive,hmmmm calon tokoh dunia"
"1528,positive,gembira"
"1529,positive,terimakasih kpada dukung tlah suara"
"1530,positive,voter pilih"
"1531,positive,"
"1532,positive,logika pilih putar ke1 psikologis pilih paslon gubernur"
"1533,positive,suara pilih putar kah lihat pilih paslon nomor puataran kah kali selamat gubernur"
"1534,positive,olahraga kah tps siang"
"1535,positive,gaya sporty kah tps"
"1536,positive,putar lihat kelas pimpin hati"
"1537,positive,tidak peduli"
"1538,positive,dukung dukung basis massa mayoritas pilih anies kunci menang tipis anies"
"1539,positive,suara dukung menang salah paslon"
"1540,positive,moga pilih putar kebon kacang kp bal alih kah aniessandi"
"1541,positive,ayo fans dukung menang"
"1542,positive,bismillah moga esok milik pimpin sesuai tuntun alquran diridhai alloh swt"
"1543,positive,bu sylvi contoh berani betawi sikap tidak ngambang banci contoh perempuan betawi tulen"
"1544,positive,putar dukung mas agus yah kalah hormat menang curang"
"1545,positive,tulus senang insyaallah jalan bu"
"1546,positive,pimpin harap bangsa"
"1547,positive,"
"1548,positive,postingan januari teduh tetep"
"1549,positive,salam wallahulmuwafiq ilaaqwamithoriq cermin beliau nahdatul ulama jatuh hati"
"1550,positive,suka jiwa"
"1551,positive,r1 kalah pilih gubernur"
"1552,positive,kalahkami bangga jalan panjangkesuksesan"
"1553,positive,pribadi kagum pribadi mu yes sikap"
"1554,positive,prananda demokrat sejati kagum salut"
"1555,positive,ah frowning nomor thumbs up thumbs up thumbs up"
"1556,positive,agus harimurti yudhoyono lovers annisa larasati pohan lovers bukan dadak"
"1557,positive,terkadang sikap dewasa ajar muda thumbs up smiling hearteyes"
"1558,positive,bangga lihat nyata ksatria"
"1559,positive,hayoo sibuk hapus2in twit jelek2in stuckout tounges tears of joy"
"1560,positive,bagus program kena persija"
"1561,positive,pingin lihat mas debat stuckout tounges"
"1562,positive,wahdiam2 tersepona pesona deh stuckout tounges"
"1563,positive,dukung"
"1564,positive,cerdas nasionalisme jiwa pancasilais milik milik jiwa santri mondok"
"1565,positive,marasa untung sign of the horns"
"1566,positive,dukung anies sandi ok bangga jiwa silvy prabowo folded hands folded hands"
"1567,positive,sylvi menang hati dukung ahysylvi panik ketar tir kubu folded hands folded hands"
"1568,positive,menang anis sandi ok menang silvy kaum pribumi hugging hugging"
"1569,positive,silvy maslahat bangsa"
"1570,positive,mas"
"1571,positive,heboh pentol band coldplay inggris chris martin dukung pasang agussylvi pilih"
"1572,positive,diskusipolitikbola turun nkri"
"1573,positive,politik hidup smiling smiling eyes"
"1574,positive,apresiasi rela rawan dukung clapping hands clapping hands"
"1575,positive,menang tunda ajar kekalahanpernyataan bijaksana"
"1576,positive,politik santun martabat folded hands"
"1577,positive,heboh muncul tampil"
"1578,positive,gunawan freely anggota dewan wakil rakyat talaud mau pasang spanduk perbtasan indonesiafilipina"
"1579,positive,ya"
"1580,positive,polling buka pilih pribadi gabung bukan ambil putus timses smiling smiling eyes"
"1581,positive,sambut hangat dukung mau gabung smiling smiling eyes folded hands"
"1582,positive,surabaya puji bela malu salah harap dukung politik massa demokrat"
"1583,positive,nikmat syukur uji sabar selamat malam blowing kiss blowing kiss"
"1584,positive,bangga juang blowing kiss blowing kiss"
"1585,positive,jiwa teladan oncoming fist oncoming fist blowing kiss"
"1586,positive,tidak nyesal dukung beliau blowing kiss blowing kiss bngga hadir republik"
"1587,positive,pimpin muda raising hands raising hands raising hands"
"1588,positive,menang nomor hati smiling open mouth closed eyes smiling open mouth smiling eyes smiling smiling eyes savouring delicious food kissing closed eyes blowing kiss smiling hearteyes"
"1589,positive,rencana putus allah putus manusia smiling smiling eyes smiling smiling eyes"
"1590,positive,mas semangat dukung tidur maju insyaallah menang"
"1591,positive,ikhlas korban tidak sia2 non"
"1592,positive,tetep semangat mendharma bakti jiwa raga negeri smiling smiling eyes smiling smiling eyes"
"1593,positive,mundur selang lompat"
"1594,positive,harap moga sinar aamiin smiling smiling eyes smiling smiling eyes"
"1595,positive,"
"1596,positive,baca strategi politik surabaya calon agus yudhoyono"
"1597,positive,tunggu skenario"
"1598,positive,skenario menang pilih gubernur pikir matang skenario kalah kalah menang sejati smiling smiling eyes smiling smiling eyes"
"1599,positive,bukan kah jiwa hasil pilih sulit sungguh tidak sulit deklarasi"
"1600,negative,catat warga hilang"
"1601,negative,warga cerdas tidak mudah provokasi isue sara"
"1602,negative,kalah besok kalah adil"
"1603,negative,sedih hilang sosok gubenur jujur kerja keras layan warga"
"1604,negative,kalah telak tps wilayah front bela islam"
"1605,negative,menang tipis tps habib rizieq coblos"
"1606,negative,langsung deh cuit curang black campaign nongol legowo demokrasi bukan nama hahaa"
"1607,negative,hasil tps rt rw lurah pela mampang sedih lihat"
"1608,negative,tenang curang pilih iya hati2 awasin kemarin bagi2 sembilan bahan pokok"
"1609,negative,tidak orangorang zalim haram pimpin kafir"
"1610,negative,harap bebas korupsi suara beli"
"1611,negative,syukur lembar c6 tangan tidak sabar mau colok"
"1612,negative,nista agama"
"1613,negative,rezeki kasihan dukung tidak"
"1614,negative,ahokers tukang plintirlihat nehh"
"1615,negative,warga raya terima sembakonya pilih"
"1616,negative,tidak rumit beda sangat doyan gaduh"
"1617,negative,gubernur bosan"
"1618,negative,warga pesan rasulullah saw serah ahli carbon copy"
"1619,negative,lawan djarot pilih djarot ajar kena hubung masyarakat diplomasi"
"1620,negative,hoaks muktamar nahdatul ulama wajib nahdliyin pilih pimpin muslim"
"1621,negative,biar"
"1622,negative,kronologi usir sholat jumat"
"1623,negative,iblis menghalanghalangi manusia mau ibadah masjid semangat iya djarot"
"1624,negative,larang pilih cagub nonmuslim habib pilih djarot"
"1625,negative,aneh aneh umat usir"
"1626,negative,bagi2 sembilan bahan pokok gratis tim langgar pasal ayat undang nomor"
"1627,negative,majelis ulama indonesia sesal gelar sunan"
"1628,negative,lihat kalah menang"
"1629,negative,polisi kes"
"1630,negative,kubu badja sindir anies spanduk bersyariah djarot"
"1631,negative,virallbocah injak2 baju kotak2 kecewa"
"1632,negative,turun pangkat tidak butuh nista agama iya"
"1633,negative,mulut jorok tanda suara anies kuat"
"1634,negative,pkb dukung putar ke2 siapsiap tinggal pilih umat islam pilih"
"1635,negative,ahokdjarot apbd alat kampanye putar"
"1636,negative,sedih indonesia batas bhinneka batas"
"1637,negative,djarot menang pimpin iya cek"
"1638,negative,sangat hilang"
"1639,negative,ohh tertib iya gubernur tidak tertib"
"1640,negative,kafirrrrrr nista iya iqra iqra iqra"
"1641,negative,lihat raut wajah djarot miris sabar kuat"
"1642,negative,remuk negara nyata bohong sangat nyata asa pakai otak"
"1643,negative,orang2 tidak diriikut pakai sarana hina gubernur"
"1644,negative,remuk hati lihat beliau"
"1645,negative,iya politik indonesia jaman sedih"
"1646,negative,mental tempe benci hukum indonesa mental badja juang"
"1647,negative,mati hukum indonesia"
"1648,negative,tangis sedih djarot pimpin balai kota cek"
"1649,negative,mulia buruh sidoarjo buruh demo bakar2 karang bunga masyarakat"
"1650,negative,habiburokhman sindir via"
"1651,negative,buahahahhaha raya tidak dukung raya bayar"
"1652,negative,saksi ahokdjarot tolak tandatangani rekapitulasi suara pilih"
"1653,negative,abused kaum islamist radicals"
"1654,negative,deddy corbuzier sindir karang bunga"
"1655,negative,bawa ciduk profesional"
"1656,negative,takjub cinta warga geli kalimatkalimat"
"1657,negative,yah nama manusia suka khilaf sayang sayang ajak komitment ujungujungnya nyesel"
"1658,negative,salah faktor kalah kompak isu agama"
"1659,negative,menang kerja nuntut mau"
"1660,negative,enak sih gubernur tinggal terima rapi"
"1661,negative,bukti begtiu cinta warganyanamun kalah terhornat kelici jijik lawa"
"1662,negative,stress pikir uang hitung bunga tidak rp dana cinta kah materi"
"1663,negative,saran dewan wakil rakyat panitia karang bunga undang lembaga swadaya masyarakat bentuk tim cari fakta karang bunga gila"
"1664,negative,karang bunga sindir djarot rusak"
"1665,negative,sebentar komen mas settingan citra suruh hahaha"
"1666,negative,gembira bunga2 tidak bahas2 amerika serikat benci tetep fokus yaaa perhati"
"1667,negative,dukung menang stres iya lihat kembang kah ahokdjarot hati rakyat tidak bohong menang menang"
"1668,negative,iya paksa putuslantas kawin paksa bandot bini susah move onnyah"
"1669,negative,karang bunga ahokdjarot sesat kah rumah anis bicara iya"
"1670,negative,tidak masuk muri usul masuk"
"1671,negative,galon saing ye bunga"
"1672,negative,catat sejarah dunia kalah banjir bunga"
"1673,negative,hati hati komentar ujung tuduh nyinyir"
"1674,negative,tukang karang bunga tidak pilih terima order mau buatin bunga kapir"
"1675,negative,bis om telolet om"
"1676,negative,lantik oktober kayak tidak"
"1677,negative,menang pilih banjir selamat karang bunga fenomena alam"
"1678,negative,kirim bunga kah nyinyir juta pingsan"
"1679,negative,biar hibur diriwkkwwkkwk"
"1680,negative,sakit jiwa warga cinta kamis"
"1681,negative,kalah sasar kreator isu bohong"
"1682,negative,kirim karang bunga acara sembilan bahan pokok"
"1683,negative,bukan nista agama nista agama"
"1684,negative,balaikota museum paris mau moto lukis monalisa"
"1685,negative,menit kah sedih banget huhuhu menang"
"1686,negative,tertawa kayak sebentar bunga tanding"
"1687,negative,saran biar iri nganan takut macet iri"
"1688,negative,stress guberner dukung tidak harap warga"
"1689,negative,tidak murah bukan gubenur sayang warga mau buang2 uang"
"1690,negative,iya ampun sek yah dada ngelawan bangsa issue sara tidak ganti"
"1691,negative,karang bunga dikarangkarang sungguh gila pasca gila tuntut jpu"
"1692,negative,kafir tidak laku"
"1693,negative,benci basuki benci bodoh"
"1694,negative,jungkal ahokdjarot strategi isis"
"1695,negative,simpatik gin tidak simpatik yak"
"1696,negative,lambang mati akal waras indonesia fitnah kendali"
"1697,negative,bukti tidak mantan ganti"
"1698,negative,kaji lihat pakai perspektif netral loh iya coba bicara pikir"
"1699,negative,sederhana iya susah move on arti sok skeptis tim kontra"
"1700,negative,debat retorika program wacana adil tidak korupsi"
"1701,negative,ancam polisi sutradara video ras kampanye ahokdjarot bayar sesuai kontrak"
"1702,negative,tutup paslon maaf laku maaf"
"1703,negative,mau protes iklan macetmacet streaming"
"1704,negative,tata bukan tata katakata"
"1705,negative,pilih sangat ras agam bukti ras china pilih peluk kristen pilih"
"1706,negative,lholho dukung dp kaum dhuafa situ uang bomb"
"1707,negative,tidak pecah belah asing pecah broken heart"
"1708,negative,hahaha tidak adil bangsa mau milih nomor cina hah speaknoevil"
"1709,negative,tidak orangorang zalim haram pimpin kafir fire fire"
"1710,negative,allah azab orang2 muslim pilih pimpin kafir high voltage high voltage"
"1711,negative,tidak move on lihatin djarot kalah slightly frowning"
"1712,negative,bawa asa ahokdjarot disappointed"
"1713,negative,bukan menang aniessandi kalah ahokdjarot tarik simpul yep"
"1714,negative,sembilan bahan pokok murah ala timses ahokdjarot langgar undang pilih suap suara model hina cerdas warga"
"1715,negative,rasa2nya ahokdjarot kalah iya gera tindak paslon gencar keri screaming in fear screaming in fear"
